Date,Close,Open,High,Low,Vol,% Change
2014-01-22,551.92,561.34,564.61,551.92,125.28K,-1.43%
2014-01-23,553.55,550.88,556.50,550.52,73.72K,0.30%
2014-01-24,560.19,555.66,560.19,553.46,88.01K,1.20%
2014-01-27,556.52,560.45,560.49,556.35,67.55K,-0.66%
2014-02-06,554.68,555.51,557.29,551.45,89.24K,-0.33%
2014-02-07,549.76,557.71,558.51,549.37,124.97K,-0.89%
2014-02-10,555.90,550.41,555.90,548.56,110.19K,1.12%
2014-02-11,553.90,559.74,561.83,553.90,175.05K,-0.36%
2014-02-12,564.25,555.55,564.25,554.26,126.10K,1.87%
2014-02-13,570.18,567.58,570.68,565.27,147.12K,1.05%
2014-02-14,572.22,573.09,576.18,569.38,142.81K,0.36%
2014-02-17,570.20,571.91,572.85,567.89,163.69K,-0.35%
2014-02-18,574.56,570.80,574.56,570.16,160.28K,0.76%
2014-02-19,578.12,578.53,578.80,573.86,159.10K,0.62%
2014-02-20,571.04,579.64,584.10,565.31,259.68K,-1.22%
2014-02-21,570.57,570.95,574.61,565.33,124.76K,-0.08%
2014-02-24,576.58,571.94,576.58,570.07,119.03K,1.05%
2014-02-25,586.20,575.49,586.20,575.49,143.52K,1.67%
2014-02-26,589.81,590.64,590.79,582.96,157.70K,0.62%
2014-02-27,584.79,587.82,596.40,584.79,225.21K,-0.85%
2014-02-28,586.48,586.12,591.36,581.63,119.41K,0.29%
2014-03-03,573.38,586.65,587.11,573.37,143.30K,-2.23%
2014-03-04,569.97,569.34,572.28,563.55,125.57K,-0.59%
2014-03-05,574.94,569.97,577.50,569.97,105.93K,0.87%
2014-03-06,578.56,576.17,580.04,574.58,141.31K,0.63%
2014-03-07,579.75,579.40,582.24,579.10,157.00K,0.21%
2014-03-10,583.69,580.84,584.81,579.98,145.03K,0.68%
2014-03-11,588.50,585.10,589.45,582.20,162.49K,0.82%
2014-03-12,590.02,590.94,596.38,590.02,177.88K,0.26%
2014-03-13,595.22,590.83,595.22,590.36,133.78K,0.88%
2014-03-14,596.83,596.20,600.68,594.51,163.99K,0.27%
2014-03-17,600.36,603.05,603.24,598.70,170.18K,0.59%
2014-03-18,599.85,602.01,603.21,597.78,205.40K,-0.08%
2014-03-19,605.59,600.73,605.91,600.42,192.01K,0.96%
2014-03-20,600.26,607.39,608.51,600.03,192.92K,-0.88%
2014-03-21,601.75,600.26,607.22,600.26,229.96K,0.25%
2014-03-24,607.55,606.55,609.20,604.18,194.82K,0.96%
2014-03-25,601.85,609.01,609.46,601.85,261.35K,-0.94%
2014-03-26,588.06,603.54,603.68,587.52,259.09K,-2.29%
2014-03-27,590.14,588.94,591.70,582.81,151.34K,0.35%
2014-03-28,594.29,592.82,595.70,590.59,122.37K,0.70%
2014-03-31,591.57,594.29,597.22,591.57,119.52K,-0.46%
2014-04-01,583.85,590.93,593.03,582.30,173.01K,-1.31%
2014-04-02,581.67,584.17,586.50,574.40,146.78K,-0.37%
2014-04-03,589.44,584.45,590.91,582.83,105.52K,1.34%
2014-04-04,593.04,589.90,593.72,588.34,119.72K,0.61%
2014-04-07,600.57,595.72,602.55,595.35,115.65K,1.27%
2014-04-08,603.25,600.71,603.25,598.52,127.47K,0.45%
2014-04-10,601.33,603.25,608.89,600.43,114.25K,-0.32%
2014-04-11,600.57,597.87,602.01,594.96,106.93K,-0.13%
2014-04-14,596.11,602.67,602.70,596.05,128.08K,-0.74%
2014-04-15,586.09,596.00,597.99,586.09,131.67K,-1.68%
2014-04-16,574.29,583.64,585.51,567.61,149.24K,-2.01%
2014-04-17,580.31,580.39,583.51,575.83,117.69K,1.05%
2014-04-18,565.33,580.89,580.89,565.33,116.97K,-2.58%
2014-04-21,558.14,564.21,568.44,558.14,95.57K,-1.27%
2014-04-22,569.87,560.63,569.87,556.47,99.11K,2.10%
2014-04-23,569.36,569.83,573.39,567.04,71.20K,-0.09%
2014-04-24,570.46,568.38,571.57,566.94,56.70K,0.19%
2014-04-25,578.92,571.71,580.74,571.71,64.32K,1.48%
2014-04-28,573.10,579.05,580.70,573.10,58.05K,-1.01%
2014-04-29,578.00,570.64,578.21,570.64,50.44K,0.86%
2014-05-05,564.85,578.45,580.11,564.47,76.08K,-2.28%
2014-05-06,555.11,561.86,562.36,545.97,100.64K,-1.72%
2014-05-07,559.97,558.04,561.56,553.21,52.42K,0.88%
2014-05-08,527.09,550.75,550.75,525.37,146.49K,-5.87%
2014-05-09,542.46,522.82,542.56,522.70,118.86K,2.92%
2014-05-12,517.05,536.82,536.82,512.25,99.26K,-4.68%
2014-05-13,513.91,508.76,518.45,508.51,98.64K,-0.61%
2014-05-14,529.53,510.16,529.59,509.82,108.32K,3.04%
2014-05-15,524.05,529.39,537.27,512.41,132.54K,-1.03%
2014-05-16,529.49,522.00,529.49,519.39,83.78K,1.04%
2014-05-19,533.04,530.31,534.68,525.82,106.14K,0.67%
2014-05-20,537.52,531.00,537.93,527.69,105.11K,0.84%
2014-05-21,543.88,537.95,543.93,533.19,102.99K,1.18%
2014-05-22,541.73,543.35,547.20,541.43,130.12K,-0.40%
2014-05-23,541.49,542.44,545.30,540.51,85.74K,-0.04%
2014-05-26,544.06,541.43,544.93,536.27,85.78K,0.47%
2014-05-27,552.75,543.55,552.75,542.49,127.18K,1.60%
2014-05-28,557.34,554.32,557.93,553.03,108.16K,0.83%
2014-05-29,558.45,556.30,562.33,555.32,116.32K,0.20%
2014-05-30,562.02,558.78,565.05,557.20,83.44K,0.64%
2014-06-02,556.80,560.29,563.12,554.44,80.23K,-0.93%
2014-06-03,558.76,557.34,560.62,554.96,58.64K,0.35%
2014-06-04,553.46,559.13,559.19,550.23,67.93K,-0.95%
2014-06-05,551.10,552.20,553.96,548.47,59.23K,-0.43%
2014-06-06,559.04,553.62,559.04,551.80,60.85K,1.44%
2014-06-09,565.61,559.04,571.83,558.64,112.50K,1.18%
2014-06-10,566.89,566.31,571.73,564.32,79.45K,0.23%
2014-06-11,570.36,567.77,573.05,566.51,85.22K,0.61%
2014-06-12,573.77,571.19,574.75,568.58,96.14K,0.60%
2014-06-13,574.48,573.58,577.27,573.03,72.41K,0.12%
2014-06-16,572.37,575.20,575.87,571.76,87.59K,-0.37%
2014-06-17,572.25,571.80,573.15,567.58,108.67K,-0.02%
2014-06-18,570.03,571.74,575.03,570.03,99.96K,-0.39%
2014-06-19,567.35,564.93,569.41,558.65,124.33K,-0.47%
2014-06-20,560.78,568.45,571.76,560.78,123.45K,-1.16%
2014-06-23,565.92,561.97,567.71,561.97,62.54K,0.92%
2014-06-24,569.74,565.47,570.37,565.12,67.58K,0.68%
2014-06-25,572.27,570.33,574.62,569.27,96.49K,0.44%
2014-06-26,576.40,572.23,578.29,570.33,123.94K,0.72%
2014-06-27,578.82,576.29,580.75,575.10,74.42K,0.42%
2014-06-30,578.13,578.28,582.26,577.76,76.50K,-0.12%
2014-07-01,578.07,578.93,582.16,577.30,104.40K,-0.01%
2014-07-02,578.80,578.90,581.89,576.88,109.10K,0.13%
2014-07-03,585.02,581.24,585.02,580.55,131.46K,1.07%
2014-07-04,589.35,585.66,591.38,585.66,132.76K,0.74%
2014-07-07,590.69,592.23,594.84,589.61,127.75K,0.23%
2014-07-08,591.47,591.63,593.40,588.54,96.63K,0.13%
2014-07-09,591.60,591.82,593.42,590.46,109.82K,0.02%
2014-07-10,584.88,591.21,591.35,581.49,152.83K,-1.14%
2014-07-11,582.77,584.29,586.57,580.54,78.30K,-0.36%
2014-07-14,586.23,583.55,586.23,581.99,68.06K,0.59%
2014-07-15,589.31,587.92,590.09,587.68,137.43K,0.53%
2014-07-16,589.68,594.13,594.29,589.68,138.14K,0.06%
2014-07-17,590.37,588.99,591.42,586.07,96.55K,0.12%
2014-07-18,596.26,590.90,596.26,589.33,144.37K,1.00%
2014-07-21,601.04,598.11,604.64,596.96,111.56K,0.80%
2014-07-22,597.98,599.30,600.93,594.85,103.90K,-0.51%
2014-07-23,597.50,599.56,599.56,594.10,65.42K,-0.08%
2014-07-24,602.06,597.03,602.49,597.03,87.86K,0.76%
2014-07-25,600.14,603.54,605.78,600.14,99.97K,-0.32%
2014-07-28,589.45,599.13,599.35,587.78,111.54K,-1.78%
2014-07-29,592.24,590.57,592.24,585.75,62.28K,0.47%
2014-07-30,589.33,591.15,593.58,588.53,81.07K,-0.49%
2014-07-31,596.07,589.35,596.11,587.68,64.62K,1.14%
2014-08-01,593.90,594.66,596.80,592.38,65.13K,-0.36%
2014-08-04,599.04,592.04,600.52,592.04,71.64K,0.87%
2014-08-05,607.73,600.46,607.73,599.10,86.63K,1.45%
2014-08-06,606.70,607.95,610.88,605.63,94.02K,-0.17%
2014-08-07,607.62,603.94,608.42,603.13,91.13K,0.15%
2014-08-08,605.43,607.18,610.09,604.08,108.88K,-0.36%
2014-08-11,602.13,602.78,607.16,600.48,87.72K,-0.55%
2014-08-12,601.78,600.52,604.89,598.71,83.00K,-0.06%
2014-08-13,602.76,601.03,604.51,599.64,95.74K,0.16%
2014-08-14,605.25,605.03,607.84,604.08,112.03K,0.41%
2014-08-15,604.24,605.25,608.46,603.24,105.90K,-0.17%
2014-08-18,605.08,605.42,607.79,603.33,139.41K,0.14%
2014-08-19,604.64,607.27,609.04,603.61,134.15K,-0.07%
2014-08-20,606.70,604.30,608.72,602.81,107.83K,0.34%
2014-08-21,612.94,608.91,616.96,608.58,151.00K,1.03%
2014-08-22,620.14,614.51,622.97,614.51,163.55K,1.17%
2014-08-25,625.88,622.71,629.58,622.16,182.02K,0.93%
2014-08-26,629.06,627.13,631.17,625.10,135.43K,0.51%
2014-08-27,628.77,630.84,632.25,624.68,157.14K,-0.05%
2014-08-28,632.03,627.41,635.94,626.32,164.37K,0.52%
2014-08-29,636.65,634.91,640.19,631.11,189.88K,0.73%
2014-09-03,640.75,640.69,644.56,638.95,204.66K,0.64%
2014-09-04,640.22,638.60,642.88,636.56,163.38K,-0.08%
2014-09-05,638.65,640.63,641.96,638.55,161.91K,-0.25%
2014-09-08,639.85,641.88,642.72,639.19,182.23K,0.19%
2014-09-09,626.92,640.50,641.20,622.76,280.30K,-2.02%
2014-09-10,628.80,625.59,630.03,618.54,141.62K,0.30%
2014-09-11,628.99,629.77,633.60,626.26,129.42K,0.03%
2014-09-12,632.50,631.31,632.91,627.42,144.09K,0.56%
2014-09-15,630.34,633.86,636.65,630.34,212.38K,-0.34%
2014-09-16,627.66,628.96,631.59,623.66,180.90K,-0.43%
2014-09-17,625.66,630.48,632.22,625.66,189.81K,-0.32%
2014-09-18,615.80,625.95,627.29,615.80,179.60K,-1.58%
2014-09-19,613.29,615.86,619.80,612.40,218.23K,-0.41%
2014-09-22,611.93,617.71,621.36,611.93,143.31K,-0.22%
2014-09-23,610.39,611.75,615.99,610.39,144.39K,-0.25%
2014-09-24,603.59,609.51,611.61,603.59,132.70K,-1.11%
2014-09-25,605.10,604.31,605.50,594.28,135.77K,0.25%
2014-09-26,604.98,608.80,610.15,604.98,143.92K,-0.02%
2014-09-29,599.78,605.03,605.03,599.78,127.43K,-0.86%
2014-09-30,598.80,597.11,601.54,594.00,153.79K,-0.16%
2014-10-01,609.27,603.50,611.74,603.44,183.01K,1.75%
2014-10-02,612.66,612.43,614.80,607.57,180.22K,0.56%
2014-10-03,611.55,613.38,615.42,610.55,190.32K,-0.18%
2014-10-06,614.42,612.11,616.13,611.77,168.96K,0.47%
2014-10-07,614.08,614.16,617.01,612.94,194.67K,-0.06%
2014-10-08,617.26,615.04,618.37,611.98,175.39K,0.52%
2014-10-09,624.34,622.25,626.90,622.25,163.35K,1.15%
2014-10-10,617.72,623.85,627.49,617.72,150.44K,-1.06%
2014-10-13,614.22,615.77,618.29,608.27,119.91K,-0.57%
2014-10-14,605.79,614.22,616.71,605.79,115.31K,-1.37%
2014-10-15,604.29,603.73,606.40,596.50,124.37K,-0.25%
2014-10-16,587.17,603.11,603.59,585.76,169.57K,-2.83%
2014-10-17,585.28,585.95,591.85,577.79,130.53K,-0.32%
2014-10-20,589.24,588.38,593.20,585.70,82.45K,0.68%
2014-10-21,600.55,590.17,601.14,588.75,87.10K,1.92%
2014-10-22,601.59,600.27,603.97,598.99,101.80K,0.17%
2014-10-23,593.53,598.87,602.02,593.11,151.03K,-1.34%
2014-10-24,591.51,592.66,595.33,588.72,93.57K,-0.34%
2014-10-27,580.80,590.33,591.59,580.02,104.19K,-1.81%
2014-10-28,583.13,578.73,584.43,578.44,116.56K,0.40%
2014-10-29,591.20,585.68,591.83,585.68,100.31K,1.38%
2014-10-30,589.14,593.09,594.30,589.14,96.46K,-0.35%
2014-10-31,600.84,591.12,600.84,588.16,132.33K,1.99%
2014-11-03,603.15,603.44,606.94,602.51,123.87K,0.38%
2014-11-04,598.39,601.55,604.47,598.39,116.13K,-0.79%
2014-11-05,597.01,599.64,602.53,593.53,146.01K,-0.23%
2014-11-06,597.85,599.20,601.28,596.73,93.44K,0.14%
2014-11-07,602.59,598.41,603.32,597.73,125.60K,0.79%
2014-11-10,602.12,604.75,607.50,602.12,138.82K,-0.08%
2014-11-11,604.23,603.48,608.68,601.85,136.61K,0.35%
2014-11-12,604.01,605.14,606.36,603.12,126.58K,-0.04%
2014-11-13,603.16,605.25,607.29,602.62,157.54K,-0.14%
2014-11-14,600.36,601.69,602.51,596.95,145.11K,-0.46%
2014-11-17,600.93,602.40,604.63,600.93,114.41K,0.09%
2014-11-18,594.25,600.86,602.53,594.25,143.92K,-1.11%
2014-11-19,588.35,594.88,597.29,588.35,162.36K,-0.99%
2014-11-20,593.32,592.17,594.76,589.84,152.66K,0.84%
2014-11-21,588.03,594.71,596.02,588.03,160.14K,-0.89%
2014-11-24,582.53,585.08,586.54,580.92,115.96K,-0.94%
2014-11-25,585.91,583.53,588.42,583.53,114.07K,0.58%
2014-11-26,576.04,587.58,588.16,575.09,162.04K,-1.68%
2014-11-27,572.89,575.63,575.82,567.36,117.67K,-0.55%
2014-11-28,566.58,570.61,572.12,565.10,145.68K,-1.10%
2014-12-01,568.01,566.22,571.69,565.09,123.86K,0.25%
2014-12-02,569.43,570.44,570.79,568.55,101.63K,0.25%
2014-12-03,574.88,570.48,575.95,570.44,119.14K,0.96%
2014-12-04,578.38,576.63,581.27,576.63,108.39K,0.61%
2014-12-05,578.76,578.52,582.42,578.18,106.68K,0.07%
2014-12-08,571.68,577.44,577.44,569.24,113.55K,-1.22%
2014-12-09,555.31,567.55,567.55,554.51,191.55K,-2.86%
2014-12-10,557.19,550.35,558.47,544.78,119.41K,0.34%
2014-12-11,550.11,549.78,557.96,547.55,95.72K,-1.27%
2014-12-12,553.93,547.69,554.82,547.69,77.36K,0.69%
2014-12-15,547.93,550.80,554.35,547.93,84.73K,-1.08%
2014-12-16,535.14,545.33,545.66,535.00,128.02K,-2.33%
2014-12-17,518.22,535.27,536.64,513.06,171.36K,-3.16%
2014-12-18,528.45,522.90,528.60,521.33,113.30K,1.97%
2014-12-19,523.09,527.61,533.30,522.10,180.82K,-1.01%
2014-12-22,537.54,527.28,537.54,527.28,98.81K,2.76%
2014-12-23,537.88,535.61,543.22,532.78,110.20K,0.06%
2014-12-24,539.44,540.46,541.73,536.79,70.68K,0.29%
2014-12-25,532.01,536.21,537.47,531.52,89.29K,-1.38%
2014-12-26,533.37,531.84,537.89,527.41,105.31K,0.26%
2014-12-29,532.68,533.37,538.83,528.63,104.11K,-0.13%
2014-12-30,537.57,531.07,537.57,526.61,86.68K,0.92%
2014-12-31,545.63,538.68,546.62,537.91,122.97K,1.50%
2015-01-05,544.45,545.43,549.22,543.78,95.95K,-0.22%
2015-01-06,549.66,539.08,550.11,538.82,112.32K,0.96%
2015-01-07,552.05,548.44,555.83,548.44,111.71K,0.43%
2015-01-08,553.47,553.49,556.80,552.15,77.87K,0.26%
2015-01-09,569.73,555.53,570.52,555.53,107.48K,2.94%
2015-01-12,574.32,575.86,579.73,574.07,134.93K,0.81%
2015-01-13,580.60,573.26,580.65,573.26,111.67K,1.09%
2015-01-14,577.01,579.77,582.21,571.67,108.94K,-0.62%
2015-01-15,577.74,577.01,581.24,575.36,120.10K,0.13%
2015-01-16,574.81,576.88,578.51,574.08,106.68K,-0.51%
2015-01-19,571.51,576.50,579.06,570.10,88.38K,-0.57%
2015-01-20,572.22,570.78,574.96,570.14,79.46K,0.12%
2015-01-21,569.12,573.54,574.41,569.12,83.04K,-0.54%
2015-01-22,574.54,569.74,576.48,567.82,83.83K,0.95%
2015-01-23,582.38,578.22,583.57,577.57,184.12K,1.36%
2015-01-26,580.64,584.89,586.76,580.64,139.91K,-0.30%
2015-01-27,579.30,580.45,584.28,575.50,157.54K,-0.23%
2015-01-28,583.76,579.56,584.35,578.59,113.56K,0.77%
2015-01-29,583.28,584.18,585.66,580.37,109.68K,-0.08%
2015-01-30,576.07,584.08,584.08,574.46,102.20K,-1.24%
2015-02-02,570.37,576.07,579.73,570.37,85.07K,-0.99%
2015-02-03,557.47,572.56,574.83,557.47,96.96K,-2.26%
2015-02-04,561.45,556.93,561.69,553.21,100.17K,0.71%
2015-02-05,567.17,562.17,568.22,562.05,78.74K,1.02%
2015-02-06,574.13,569.03,574.36,569.03,64.28K,1.23%
2015-02-09,573.55,574.06,577.04,572.79,71.32K,-0.10%
2015-02-10,574.52,575.74,578.42,574.24,73.83K,0.17%
2015-02-11,581.76,574.88,581.76,574.88,77.50K,1.26%
2015-02-12,584.67,582.52,584.99,581.86,82.99K,0.50%
2015-02-13,587.24,586.26,589.02,585.60,73.84K,0.44%
2015-02-24,596.95,590.18,596.95,589.74,62.89K,1.65%
2015-02-25,592.66,596.90,601.55,592.66,99.24K,-0.72%
2015-02-26,596.72,593.95,597.07,591.78,89.94K,0.69%
2015-02-27,592.57,598.00,598.40,590.58,78.31K,-0.70%
2015-03-02,590.73,591.75,593.72,588.59,86.66K,-0.31%
2015-03-03,596.72,590.42,597.45,590.42,112.83K,1.01%
2015-03-04,600.39,598.49,600.69,595.34,120.52K,0.62%
2015-03-05,596.91,601.08,602.40,596.75,134.36K,-0.58%
2015-03-06,593.97,596.42,598.33,592.71,101.68K,-0.49%
2015-03-09,588.44,594.08,596.32,587.27,98.83K,-0.93%
2015-03-10,589.66,586.38,591.17,586.38,105.17K,0.21%
2015-03-11,586.54,589.04,590.56,586.49,86.32K,-0.53%
2015-03-12,588.53,585.89,589.67,585.48,82.74K,0.34%
2015-03-13,586.10,589.04,591.75,586.10,97.28K,-0.41%
2015-03-16,580.80,583.26,586.19,580.55,100.54K,-0.90%
2015-03-17,581.76,580.60,583.59,580.60,105.06K,0.17%
2015-03-18,578.68,580.81,581.53,577.26,108.04K,-0.53%
2015-03-19,573.74,579.39,580.32,573.52,84.53K,-0.85%
2015-03-20,575.44,572.57,577.56,571.92,151.54K,0.30%
2015-03-23,570.89,576.64,579.39,570.44,99.55K,-0.79%
2015-03-24,567.43,569.33,569.91,562.07,91.92K,-0.61%
2015-03-25,560.93,567.62,568.40,559.87,87.61K,-1.15%
2015-03-26,556.16,556.12,559.68,553.19,83.83K,-0.85%
2015-03-27,551.42,558.93,561.13,549.65,91.63K,-0.85%
2015-03-30,545.19,551.75,554.26,545.07,108.63K,-1.13%
2015-03-31,551.13,544.87,552.72,544.87,83.62K,1.09%
2015-04-01,538.91,550.80,551.69,537.30,129.13K,-2.22%
2015-04-02,546.85,540.54,546.85,536.87,89.76K,1.47%
2015-04-03,547.85,548.69,550.30,544.22,70.71K,0.18%
2015-04-06,542.97,548.11,549.28,542.97,71.85K,-0.89%
2015-04-07,548.11,542.71,548.37,540.79,96.78K,0.95%
2015-04-08,547.72,549.69,551.23,546.29,80.15K,-0.07%
2015-04-09,550.52,547.26,552.53,546.76,94.46K,0.51%
2015-04-10,554.03,550.96,557.65,550.96,104.20K,0.64%
2015-04-13,559.54,556.35,559.68,555.97,72.14K,0.99%
2015-04-14,558.67,559.81,562.95,558.49,69.54K,-0.16%
2015-04-15,564.50,558.94,565.39,558.94,82.31K,1.04%
2015-04-16,568.28,564.50,570.68,564.50,100.52K,0.67%
2015-04-17,568.32,568.28,572.76,568.28,107.31K,0.01%
2015-04-20,565.04,568.52,568.83,562.66,98.95K,-0.58%
2015-04-21,562.24,563.78,567.52,562.24,98.59K,-0.50%
2015-04-22,562.51,562.58,565.04,561.53,91.61K,0.05%
2015-04-23,561.25,562.85,564.45,557.57,76.34K,-0.22%
2015-04-24,565.77,563.17,567.36,561.56,61.68K,0.81%
2015-04-27,562.40,567.77,568.47,562.40,61.88K,-0.60%
2015-05-04,545.08,560.62,563.36,545.08,112.53K,-3.08%
2015-05-05,552.65,544.80,552.65,539.04,116.97K,1.39%
2015-05-06,549.30,553.30,555.51,548.17,89.29K,-0.61%
2015-05-07,552.98,548.51,554.22,547.53,70.11K,0.67%
2015-05-08,554.51,551.57,556.39,550.93,72.95K,0.28%
2015-05-11,551.67,554.50,556.20,550.57,108.34K,-0.51%
2015-05-12,544.41,551.98,552.56,542.70,79.64K,-1.32%
2015-05-13,542.82,545.50,546.99,538.76,79.43K,-0.29%
2015-05-14,543.69,542.53,545.00,540.72,68.00K,0.16%
2015-05-15,537.44,543.61,545.48,537.44,74.95K,-1.15%
2015-05-18,528.95,535.82,536.71,528.90,105.37K,-1.58%
2015-05-19,536.82,530.00,537.19,530.00,93.79K,1.49%
2015-05-20,550.10,536.35,550.33,536.07,128.46K,2.47%
2015-05-21,552.56,550.99,554.00,547.95,112.19K,0.45%
2015-05-22,561.82,553.41,561.82,550.81,119.60K,1.68%
2015-05-25,563.00,560.80,563.84,558.50,108.20K,0.21%
2015-05-26,567.20,563.31,570.29,562.58,143.16K,0.75%
2015-05-27,566.48,564.64,569.63,563.28,115.04K,-0.13%
2015-05-28,572.97,566.13,576.92,564.73,151.80K,1.15%
2015-05-29,569.56,572.73,577.03,568.70,135.98K,-0.60%
2015-06-01,574.98,571.15,579.58,570.14,118.50K,0.95%
2015-06-02,570.31,575.70,581.24,570.31,123.89K,-0.81%
2015-06-03,567.90,570.55,573.91,567.81,125.47K,-0.42%
2015-06-04,568.99,568.01,573.50,567.89,113.85K,0.19%
2015-06-05,578.07,568.63,579.01,568.37,147.67K,1.60%
2015-06-08,579.83,580.74,585.51,579.45,193.17K,0.30%
2015-06-09,574.47,578.68,582.13,573.73,162.01K,-0.92%
2015-06-10,574.10,576.06,576.62,569.59,133.53K,-0.06%
2015-06-11,581.05,577.32,582.68,575.25,166.70K,1.21%
2015-06-12,582.73,582.54,585.01,578.80,163.05K,0.29%
2015-06-15,586.48,583.51,586.67,581.35,154.92K,0.64%
2015-06-16,580.35,587.76,589.33,580.35,162.62K,-1.05%
2015-06-17,578.87,578.53,584.04,575.88,131.42K,-0.26%
2015-06-18,580.35,578.73,583.02,578.47,98.18K,0.26%
2015-06-19,584.70,584.08,588.48,582.47,201.25K,0.75%
2015-06-22,594.08,588.33,594.08,588.01,154.76K,1.60%
2015-06-23,593.07,592.44,595.11,590.76,130.76K,-0.17%
2015-06-24,590.02,592.19,594.01,589.02,128.94K,-0.51%
2015-06-25,587.99,589.29,590.37,585.34,114.60K,-0.34%
2015-06-26,581.75,586.04,592.59,581.75,152.47K,-1.06%
2015-06-29,591.75,580.16,591.75,579.61,121.74K,1.72%
2015-06-30,593.05,588.77,598.98,588.77,156.14K,0.22%
2015-07-01,591.50,594.52,594.52,587.33,133.32K,-0.26%
2015-07-02,605.70,591.50,605.70,590.52,136.67K,2.40%
2015-07-03,616.43,608.82,617.96,608.82,164.55K,1.77%
2015-07-06,625.22,618.75,625.34,618.65,179.75K,1.43%
2015-07-07,630.27,623.89,633.73,620.59,175.37K,0.81%
2015-07-08,623.17,630.40,634.13,617.29,191.33K,-1.13%
2015-07-09,622.10,616.20,626.38,613.34,148.19K,-0.17%
2015-07-10,627.28,627.56,630.79,624.70,216.87K,0.83%
2015-07-13,634.06,631.56,637.07,627.69,140.49K,1.08%
2015-07-14,638.69,635.55,640.43,628.43,155.03K,0.73%
2015-07-15,630.89,640.43,641.06,630.89,141.79K,-1.22%
2015-07-16,626.90,627.32,632.21,622.57,132.74K,-0.63%
2015-07-17,628.63,628.45,631.67,626.21,106.88K,0.28%
2015-07-20,620.54,624.84,624.84,616.11,120.58K,-1.29%
2015-07-21,616.61,619.90,624.47,613.83,100.72K,-0.63%
2015-07-22,629.85,614.56,629.94,613.58,120.81K,2.15%
2015-07-23,632.01,632.07,637.91,631.43,120.93K,0.34%
2015-07-24,631.26,633.27,634.61,627.99,111.65K,-0.12%
2015-07-27,635.46,629.68,636.84,629.42,123.98K,0.67%
2015-07-28,631.47,636.58,639.54,631.47,155.01K,-0.63%
2015-07-29,624.70,632.00,634.64,624.70,114.16K,-1.07%
2015-07-30,626.57,625.46,627.11,622.43,102.58K,0.30%
2015-07-31,621.06,628.31,629.97,621.06,112.60K,-0.88%
2015-08-03,609.47,617.12,617.12,605.63,129.80K,-1.87%
2015-08-04,600.76,607.95,609.91,600.76,83.58K,-1.43%
2015-08-05,607.08,600.68,608.21,600.68,108.57K,1.05%
2015-08-06,601.04,607.84,609.31,600.85,110.44K,-0.99%
2015-08-07,603.76,601.57,604.04,597.75,87.76K,0.45%
2015-08-10,614.53,603.82,614.53,603.82,90.73K,1.78%
2015-08-11,613.05,615.17,619.69,611.17,119.70K,-0.24%
2015-08-12,604.24,609.33,611.46,602.01,112.17K,-1.44%
2015-08-13,594.26,603.31,603.31,590.44,126.47K,-1.65%
2015-08-14,589.03,592.80,598.55,585.97,90.67K,-0.88%
2015-08-17,573.15,588.67,591.20,571.26,108.22K,-2.70%
2015-08-18,580.22,571.31,580.22,571.22,93.87K,1.23%
2015-08-19,577.82,576.44,580.99,569.21,106.33K,-0.41%
2015-08-20,566.69,577.82,577.82,565.09,113.12K,-1.93%
2015-08-21,556.30,559.34,559.97,542.31,185.89K,-1.83%
2015-08-24,526.93,550.48,550.48,523.55,174.56K,-5.28%
2015-08-25,529.98,511.13,535.48,511.13,177.69K,0.58%
2015-08-26,545.89,530.05,545.89,530.05,124.14K,3.00%
2015-08-27,555.81,551.89,558.93,551.44,127.73K,1.82%
2015-08-28,570.87,561.36,570.87,559.35,165.73K,2.71%
2015-08-31,564.75,573.10,573.10,563.99,127.97K,-1.07%
2015-09-01,562.31,565.75,569.18,561.28,98.67K,-0.43%
2015-09-03,554.30,559.32,561.43,551.47,93.47K,-1.42%
2015-09-04,556.81,554.85,558.90,554.77,66.99K,0.45%
2015-09-07,554.93,557.07,560.09,554.44,75.02K,-0.34%
2015-09-08,566.72,554.48,566.72,554.34,107.30K,2.12%
2015-09-09,572.34,574.06,574.73,569.69,89.60K,0.99%
2015-09-10,572.07,567.51,576.13,567.09,70.33K,-0.05%
2015-09-11,566.74,572.14,573.99,566.18,94.99K,-0.93%
2015-09-14,562.17,569.21,572.25,561.46,84.88K,-0.81%
2015-09-15,563.27,564.38,565.05,561.10,85.24K,0.20%
2015-09-16,564.13,561.86,564.82,561.69,74.66K,0.15%
2015-09-17,562.48,563.93,565.85,562.48,88.37K,-0.29%
2015-09-18,566.25,564.69,569.50,564.69,153.41K,0.67%
2015-09-21,572.12,566.74,572.26,565.16,109.41M,1.04%
2015-09-22,573.20,573.09,575.17,570.26,121.25M,0.19%
2015-09-23,572.72,570.64,573.85,569.51,107.83M,-0.08%
2015-09-24,570.25,573.50,575.36,570.12,107.03M,-0.43%
2015-09-25,570.38,570.41,572.09,567.71,79.09M,0.02%
2015-09-28,564.88,571.29,572.15,564.88,86.04K,-0.96%
2015-09-29,561.19,559.83,561.76,557.65,93.14K,-0.65%
2015-09-30,562.64,562.50,565.65,562.50,83.82K,0.26%
2015-10-01,563.54,563.39,565.63,563.23,82.59K,0.16%
2015-10-02,562.31,563.33,565.01,561.73,81.80K,-0.22%
